   fs      Gr    Gr-SV   Gr-DV   Gr-SW
 28950  0.14426 0.13221 0.12694 0.19819
 29000   0.1443 0.13219 0.12694 0.19839
 29050  0.14434 0.13218 0.12693 0.19859
 29100  0.14439 0.13217 0.12692 0.19879
 29150  0.14443 0.13215 0.12692 0.19899
 29200  0.14447 0.13214 0.12691 0.19919
 29250  0.14451 0.13213  0.1269 0.19939
 29300  0.14455 0.13212  0.1269 0.19959
 29350  0.14459  0.1321 0.12689 0.19979
 29400  0.14463 0.13209 0.12688 0.19999
 29450  0.14467 0.13208 0.12688 0.20019
 29500  0.14472 0.13207 0.12687 0.20039
 29550  0.14476 0.13206 0.12686 0.20059
 29600   0.1448 0.13204 0.12685 0.20079
 29650  0.14484 0.13203 0.12685 0.20099
 29700  0.14488 0.13202 0.12684 0.20119
 29750  0.14492 0.13201 0.12683 0.20139
 29800  0.14496  0.132  0.12683 0.20159
 29850   0.145  0.13199 0.12682 0.20179
 29900  0.14504 0.13197 0.12681 0.20199
 29950  0.14508 0.13196 0.12681 0.20219
 30000  0.14512 0.13195  0.1268 0.20239
 30050  0.14516 0.13194 0.12679 0.20259
 30100   0.1452 0.13193 0.12679 0.20279
 30150  0.14524 0.13192 0.12678 0.20298
 30200  0.14528 0.13191 0.12677 0.20318
 30250  0.14532  0.1319 0.12676 0.20338
 30300  0.14536 0.13189 0.12676 0.20358
 30350   0.1454 0.13188 0.12675 0.20378
 30400  0.14544 0.13187 0.12674 0.20398
 30450  0.14548 0.13186 0.12674 0.20418
 30500  0.14552 0.13185 0.12673 0.20438
 30550  0.14556 0.13184 0.12672 0.20458
 30600   0.1456 0.13183 0.12671 0.20478
 30650  0.14564 0.13182 0.12671 0.20498
 30700  0.14567 0.13181  0.1267 0.20518
 30750  0.14571  0.1318 0.12669 0.20537
 30800  0.14575 0.13179 0.12668 0.20557
 30850  0.14579 0.13178 0.12668 0.20577
 30900  0.14583 0.13177 0.12667 0.20597
 30950  0.14587 0.13176 0.12666 0.20617
 31000  0.14591 0.13176 0.12665 0.20637
 31050  0.14594 0.13175 0.12665 0.20657
 31100  0.14598 0.13174 0.12664 0.20677
 31150  0.14602 0.13173 0.12663 0.20697
 31200  0.14606 0.13172 0.12663 0.20717
 31250   0.1461 0.13171 0.12662 0.20736
 31300  0.14614 0.13171 0.12661 0.20756
 31350  0.14617  0.1317  0.1266 0.20776
 31400  0.14621 0.13169 0.12659 0.20796
 31450  0.14625 0.13168 0.12659 0.20816
 31500  0.14629 0.13167 0.12658 0.20836
 31550  0.14632 0.13167 0.12657 0.20856
 31600  0.14636 0.13166 0.12656 0.20875
 31650   0.1464 0.13165 0.12656 0.20895
 31700  0.14644 0.13164 0.12655 0.20915
 31750  0.14647 0.13164 0.12654 0.20935
 31800  0.14651 0.13163 0.12653 0.20955
 31850  0.14655 0.13162 0.12653 0.20975
 31900  0.14658 0.13162 0.12652 0.20995
 31950  0.14662 0.13161 0.12651 0.21014
 32000  0.14666  0.1316  0.1265 0.21034
 32050   0.1467  0.1316 0.12649 0.21054
 32100  0.14673 0.13159 0.12649 0.21074
 32150  0.14677 0.13158 0.12648 0.21094
 32200  0.14681 0.13158 0.12647 0.21114
 32250  0.14684 0.13157 0.12646 0.21133
 32300  0.14688 0.13157 0.12645 0.21153
 32350  0.14691 0.13156 0.12645 0.21173
 32400  0.14695 0.13156 0.12644 0.21193
 32450  0.14699 0.13155 0.12643 0.21213
 32500  0.14702 0.13154 0.12642 0.21233
 32550  0.14706 0.13154 0.12641 0.21252
 32600  0.14709 0.13153 0.12641 0.21272
 32650  0.14713 0.13153  0.1264 0.21292
 32700  0.14717 0.13152 0.12639 0.21312
 32750   0.1472 0.13152 0.12638 0.21332
 32800  0.14724 0.13151 0.12637 0.21351
 32850  0.14727 0.13151 0.12636 0.21371
 32900  0.14731  0.1315 0.12636 0.21391
 32950  0.14734  0.1315 0.12635 0.21411
 33000  0.14738  0.1315 0.12634 0.21431
 33050  0.14741 0.13149 0.12633  0.2145
 33100  0.14745 0.13149 0.12632  0.2147
 33150  0.14748 0.13148 0.12632  0.2149
 33200  0.14752 0.13148 0.12631  0.2151
 33250  0.14755 0.13148  0.1263  0.2153
 33300  0.14759 0.13147 0.12629 0.21549
 33350  0.14762 0.13147 0.12628 0.21569
 33400  0.14766 0.13147 0.12627 0.21589
 33450  0.14769 0.13146 0.12626 0.21609
 33500  0.14772 0.13146 0.12626 0.21628
 33550  0.14776 0.13146 0.12625 0.21648
 33600  0.14779 0.13145 0.12624 0.21668
 33650  0.14783 0.13145 0.12623 0.21688
 33700  0.14786 0.13145 0.12622 0.21707
 33750  0.14789 0.13144 0.12621 0.21727
 33800  0.14793 0.13144  0.1262 0.21747
 33850  0.14796 0.13144  0.1262 0.21767
 33900   0.148  0.13144 0.12619 0.21787
 33950  0.14803 0.13144 0.12618 0.21806
 34000  0.14806 0.13143 0.12617 0.21826
 34050   0.1481 0.13143 0.12616 0.21846
 34100  0.14813 0.13143 0.12615 0.21865
 34150  0.14816 0.13143 0.12614 0.21885
 34200   0.1482 0.13143 0.12613 0.21905
 34250  0.14823 0.13142 0.12613 0.21925
 34300  0.14826 0.13142 0.12612 0.21944
 34350   0.1483 0.13142 0.12611 0.21964
 34400  0.14833 0.13142  0.1261 0.21984
 34450  0.14836 0.13142 0.12609 0.22004
 34500  0.14839 0.13142 0.12608 0.22023
 34550  0.14843 0.13142 0.12607 0.22043
 34600  0.14846 0.13142 0.12606 0.22063
 34650  0.14849 0.13142 0.12605 0.22082
 34700  0.14852 0.13142 0.12605 0.22102
 34750  0.14856 0.13142 0.12604 0.22122
 34800  0.14859 0.13141 0.12603 0.22142
 34850  0.14862 0.13141 0.12602 0.22161
 34900  0.14865 0.13141 0.12601 0.22181
 34950  0.14868 0.13141  0.126  0.22201
 35000  0.14872 0.13141 0.12599  0.2222
 35050  0.14875 0.13142 0.12598  0.2224
 35100  0.14878 0.13142 0.12597  0.2226
 35150  0.14881 0.13142 0.12596 0.22279
 35200  0.14884 0.13142 0.12595 0.22299
 35250  0.14887 0.13142 0.12594 0.22319
 35300   0.1489 0.13142 0.12594 0.22339
 35350  0.14894 0.13142 0.12593 0.22358
 35400  0.14897 0.13142 0.12592 0.22378
 35450   0.149  0.13142 0.12591 0.22398
 35500  0.14903 0.13142  0.1259 0.22417
 35550  0.14906 0.13142 0.12589 0.22437
 35600  0.14909 0.13143 0.12588 0.22457
 35650  0.14912 0.13143 0.12587 0.22476
 35700  0.14915 0.13143 0.12586 0.22496
 35750  0.14918 0.13143 0.12585 0.22516
 35800  0.14921 0.13143 0.12584 0.22535
 35850  0.14924 0.13143 0.12583 0.22555
 35900  0.14927 0.13144 0.12582 0.22574
 35950   0.1493 0.13144 0.12581 0.22594
 36000  0.14933 0.13144  0.1258 0.22614
 36050  0.14936 0.13144 0.12579 0.22633
 36100  0.14939 0.13145 0.12578 0.22653
 36150  0.14942 0.13145 0.12577 0.22673
 36200  0.14945 0.13145 0.12576 0.22692
 36250  0.14948 0.13145 0.12575 0.22712
 36300  0.14951 0.13146 0.12575 0.22732
 36350  0.14954 0.13146 0.12574 0.22751
 36400  0.14957 0.13146 0.12573 0.22771
 36450   0.1496 0.13147 0.12572 0.22791
 36500  0.14963 0.13147 0.12571  0.2281
 36550  0.14966 0.13147  0.1257  0.2283
 36600  0.14969 0.13148 0.12569 0.22849
 36650  0.14972 0.13148 0.12568 0.22869
 36700  0.14975 0.13149 0.12567 0.22889
 36750  0.14978 0.13149 0.12566 0.22908
 36800  0.14981 0.13149 0.12565 0.22928
 36850  0.14983  0.1315 0.12564 0.22947
 36900  0.14986  0.1315 0.12563 0.22967
 36950  0.14989 0.13151 0.12562 0.22987
 37000  0.14992 0.13151 0.12561 0.23006
 37050  0.14995 0.13152  0.1256 0.23026
 37100  0.14998 0.13152 0.12559 0.23045
 37150    0.15  0.13153 0.12558 0.23065
 37200  0.15003 0.13153 0.12557 0.23085
 37250  0.15006 0.13154 0.12556 0.23104
 37300  0.15009 0.13154 0.12555 0.23124
 37350  0.15012 0.13155 0.12554 0.23143
 37400  0.15014 0.13155 0.12553 0.23163
 37450  0.15017 0.13156 0.12552 0.23182
 37500   0.1502 0.13156 0.12551 0.23202
 37550  0.15017 0.13141 0.12538 0.23206
 37600  0.15017 0.13128 0.12527 0.23212
 37650  0.15018 0.13118 0.12519 0.23221
 37700  0.15021 0.13109 0.12511 0.23232
 37750  0.15024 0.13102 0.12505 0.23244
 37800  0.15028 0.13095 0.12499 0.23258
 37850  0.15034 0.13088 0.12494 0.23272
 37900  0.15041 0.13082 0.12489 0.23287
 37950  0.15049 0.13078 0.12485 0.23303
 38000  0.15058 0.13074 0.12481 0.23318
 38050  0.15067 0.13072 0.12477 0.23334
 38100  0.15077 0.13071 0.12473  0.2335
 38150  0.15087  0.1307 0.12469 0.23366
 38200  0.15097 0.13069 0.12464 0.23384
 38250  0.15108 0.13068 0.12459 0.23402
 38300  0.15119 0.13067 0.12455  0.2342
 38350  0.15129 0.13066 0.12451 0.23439
 38400  0.15139 0.13065 0.12447 0.23459
 38450  0.15149 0.13066 0.12444  0.2348
 38500  0.15159 0.13067 0.12441 0.23502
 38550  0.15169 0.13069 0.12438 0.23525
 38600  0.15179 0.13072 0.12435 0.23549
 38650  0.15189 0.13074 0.12432 0.23575
 38700  0.15201 0.13077  0.1243 0.23602
 38750  0.15213  0.1308 0.12428 0.23631
 38800  0.15226 0.13084 0.12426 0.23662
 38850  0.15239 0.13089 0.12425 0.23694
 38900  0.15252 0.13094 0.12423 0.23727
 38950  0.15266 0.13101 0.12422 0.23762
 39000  0.15279 0.13109  0.1242 0.23798
 39050  0.15293 0.13118 0.12417 0.23835
 39100  0.15307 0.13127 0.12414 0.23872
 39150  0.15322 0.13136  0.1241 0.23909
 39200  0.15337 0.13146 0.12405 0.23947
 39250  0.15353 0.13156 0.12399 0.23986
 39300  0.15369 0.13166 0.12392 0.24025
 39350  0.15385 0.13176 0.12385 0.24064
 39400  0.15401 0.13186 0.12377 0.24104
 39450  0.15417 0.13195 0.12369 0.24145
 39500  0.15432 0.13204  0.1236 0.24186
 39550  0.15446 0.13212 0.12351 0.24226
 39600  0.15459  0.1322 0.12342 0.24268
 39650  0.15471 0.13226 0.12333  0.2431
 39700  0.15482 0.13232 0.12325  0.2435
 39750  0.15492 0.13237 0.12318  0.2439
 39800  0.15501 0.13243 0.12311 0.24429
 39850  0.15509  0.1325 0.12305 0.24468
 39900  0.15515 0.13256  0.123  0.24506
 39950   0.1552 0.13262 0.12295 0.24543
 40000  0.15524 0.13267 0.12291  0.2458
 40050  0.15527 0.13271 0.12287 0.24615
 40100  0.15529 0.13274 0.12283 0.24649
 40150  0.15531 0.13276  0.1228 0.24684
 40200  0.15531 0.13278 0.12276 0.24719
 40250  0.15531 0.13279 0.12273 0.24754
 40300  0.15529  0.1328 0.12269 0.24789
 40350  0.15525  0.1328 0.12266 0.24823
 40400  0.15522 0.13279 0.12264 0.24858
 40450  0.15517 0.13277 0.12261 0.24893
 40500  0.15512 0.13274 0.12258 0.24927
 40550  0.15507 0.13271 0.12254 0.24961
 40600  0.15503 0.13266 0.12251 0.24993
 40650  0.15498 0.13262 0.12247 0.25023
 40700  0.15494 0.13257 0.12243 0.25051
 40750  0.15491 0.13253  0.1224 0.25078
 40800  0.15489 0.13248 0.12236 0.25103
 40850  0.15486 0.13243 0.12233 0.25127
 40900  0.15483 0.13238 0.12231 0.25149
 40950  0.15481 0.13232 0.12228 0.25169
 41000   0.1548 0.13226 0.12226 0.25188
 41050  0.15479 0.13219 0.12225 0.25205
 41100  0.15478 0.13212 0.12223 0.25222
 41150  0.15477 0.13205 0.12222 0.25237
 41200  0.15476 0.13198  0.1222 0.25252
 41250  0.15476 0.13191 0.12218 0.25265
 41300  0.15475 0.13184 0.12214 0.25278
 41350  0.15474 0.13178  0.1221 0.25288
 41400  0.15474 0.13173 0.12206 0.25297
 41450  0.15474 0.13168 0.12201 0.25306
 41500  0.15474 0.13164 0.12195 0.25315
 41550  0.15475  0.1316 0.12189 0.25323
 41600  0.15477 0.13156 0.12182 0.25329
 41650  0.15479 0.13151 0.12175 0.25335
 41700  0.15483 0.13146 0.12169  0.2534
 41750  0.15487 0.13141 0.12162 0.25344
 41800  0.15492 0.13136 0.12156 0.25347
 41850  0.15497 0.13133 0.12151 0.25349
 41900  0.15503  0.1313 0.12145  0.2535
 41950  0.15509 0.13129  0.1214 0.25349
 42000  0.15514 0.13128 0.12134 0.25349
 42050  0.15518 0.13126 0.12129  0.2535
 42100  0.15521 0.13125 0.12123 0.25351
 42150  0.15523 0.13125 0.12117 0.25353
 42200  0.15524 0.13124 0.12111 0.25357
 42250  0.15526 0.13123 0.12105 0.25361
 42300  0.15527 0.13121 0.12099 0.25366
 42350  0.15529 0.13119 0.12093 0.25371
 42400  0.15531 0.13116 0.12089 0.25376
 42450  0.15534 0.13113 0.12085 0.25383
 42500  0.15538 0.13111 0.12082  0.2539
 42550  0.15543 0.13109  0.1208 0.25399
 42600  0.15547 0.13109 0.12078  0.2541
 42650  0.15552 0.13108 0.12076 0.25422
 42700  0.15558 0.13108 0.12074 0.25436
 42750  0.15563 0.13109 0.12072 0.25451
 42800  0.15568 0.13111  0.1207 0.25468
 42850  0.15573 0.13112 0.12069 0.25485
 42900  0.15579 0.13113 0.12066 0.25504
 42950  0.15584 0.13115 0.12064 0.25525
 43000  0.15589 0.13117  0.1206 0.25547
 43050  0.15595 0.13119 0.12056 0.25571
 43100   0.156  0.13121 0.12049 0.25598
 43150  0.15605 0.13122 0.12042 0.25626
 43200   0.1561 0.13122 0.12033 0.25656
 43250  0.15615 0.13121 0.12025 0.25688
 43300   0.1562  0.1312 0.12017 0.25722
 43350  0.15626 0.13118 0.12009 0.25757
 43400  0.15632 0.13114 0.12001 0.25792
 43450   0.1564 0.13109 0.11993 0.25829
 43500  0.15649 0.13104 0.11985 0.25866
 43550  0.15658 0.13099 0.11978 0.25904
 43600  0.15668 0.13093 0.11971 0.25942
 43650  0.15678 0.13088 0.11965  0.2598
 43700  0.15688 0.13082  0.1196 0.26018
 43750  0.15699 0.13076 0.11955 0.26056
 43800   0.1571  0.1307 0.11951 0.26094
 43850  0.15722 0.13064 0.11948 0.26131
 43900  0.15733 0.13057 0.11946 0.26168
 43950  0.15745  0.1305 0.11946 0.26205
 44000  0.15756 0.13042 0.11947 0.26243
 44050  0.15767 0.13033 0.11948  0.2628
 44100  0.15777 0.13025  0.1195 0.26317
 44150  0.15788 0.13016 0.11952 0.26355
 44200  0.15799 0.13008 0.11955 0.26394
 44250   0.1581 0.13001 0.11958 0.26433
 44300   0.1582 0.12993 0.11961 0.26473
 44350  0.15831 0.12986 0.11964 0.26512
 44400   0.1584 0.12979 0.11968 0.26551
 44450   0.1585 0.12972 0.11971  0.2659
 44500  0.15859 0.12967 0.11975 0.26629
 44550  0.15868 0.12961 0.11979 0.26668
 44600  0.15876 0.12956 0.11983 0.26706
 44650  0.15884 0.12952 0.11986 0.26744
 44700  0.15891 0.12949  0.1199  0.2678
 44750  0.15897 0.12946 0.11993 0.26816
 44800  0.15904 0.12943 0.11997 0.26852
 44850  0.15911  0.1294 0.12001 0.26888
 44900  0.15917 0.12937 0.12004 0.26923
 44950  0.15923 0.12936 0.12006 0.26958
 45000  0.15928 0.12934 0.12006 0.26991
 45050  0.15932 0.12933 0.12005 0.27023
 45100  0.15936 0.12932 0.12004 0.27054
 45150  0.15938 0.12933 0.12002 0.27084
 45200  0.15939 0.12934 0.11999 0.27113
 45250   0.1594 0.12935 0.11997 0.27142
 45300   0.1594 0.12937 0.11994  0.2717
 45350   0.1594 0.12938 0.11992 0.27197
 45400  0.15939  0.1294 0.11988 0.27224
 45450  0.15938 0.12942 0.11984 0.27249
 45500  0.15936 0.12944 0.11979 0.27273
 45550  0.15934 0.12945 0.11975 0.27296
 45600  0.15931 0.12948 0.11971 0.27319
 45650  0.15929 0.12951 0.11967 0.27341
 45700  0.15926 0.12955 0.11963 0.27364
 45750  0.15922  0.1296 0.11959 0.27386
 45800  0.15919 0.12967 0.11955 0.27408
 45850  0.15915 0.12974 0.11951 0.27429
 45900  0.15912 0.12982 0.11947 0.27448
 45950  0.15908 0.12991 0.11942 0.27465
 46000  0.15904   0.13  0.11938  0.2748
 46050   0.159   0.1301 0.11934 0.27493
 46100  0.15895  0.1302  0.1193 0.27506
 46150   0.1589 0.13031 0.11926 0.27519
 46200  0.15885 0.13042 0.11921 0.27531
 46250   0.1588 0.13053 0.11917 0.27542
 46300  0.15875 0.13064 0.11913 0.27553
 46350   0.1587 0.13075 0.11909 0.27565
 46400  0.15865 0.13086 0.11906 0.27575
 46450  0.15861 0.13095 0.11902 0.27586
 46500  0.15856 0.13104 0.11899 0.27595
 46550  0.15852 0.13112 0.11896 0.27604
 46600  0.15848  0.1312 0.11892 0.27611
 46650  0.15842 0.13128 0.11888 0.27619
 46700  0.15837 0.13135 0.11884 0.27626
 46750  0.15833 0.13142  0.1188 0.27634
 46800  0.15828 0.13148 0.11875 0.27642
 46850  0.15823 0.13155 0.11871  0.2765
 46900   0.1582  0.1316 0.11866 0.27658
 46950  0.15817 0.13165 0.11861 0.27666
 47000  0.15813 0.13169 0.11856 0.27673
 47050   0.1581 0.13172 0.11851 0.27681
 47100  0.15807 0.13176 0.11846 0.27688
 47150  0.15805 0.13179  0.1184 0.27695
 47200  0.15803 0.13181 0.11835 0.27702
 47250  0.15802 0.13184 0.11829 0.27708
 47300  0.15801 0.13186 0.11823 0.27716
 47350  0.15801 0.13189 0.11816 0.27725
 47400   0.158  0.13192 0.11807 0.27734
 47450   0.158  0.13195 0.11798 0.27744
 47500  0.15801 0.13198 0.11789 0.27755
 47550  0.15802 0.13202 0.11781 0.27767
 47600  0.15802 0.13206 0.11773 0.27779
 47650  0.15803  0.1321 0.11765 0.27792
 47700  0.15803 0.13214 0.11757 0.27805
 47750  0.15804 0.13219 0.11748 0.27819
 47800  0.15806 0.13224 0.11738 0.27834
 47850  0.15807  0.1323 0.11728  0.2785
 47900  0.15809 0.13237 0.11718 0.27867
 47950  0.15811 0.13244 0.11709 0.27886
 48000  0.15814 0.13249  0.117  0.27906
 48050  0.15817 0.13254 0.11692 0.27926
 48100  0.15819 0.13259 0.11685 0.27948
 48150  0.15822 0.13264 0.11678 0.27971
 48200  0.15824  0.1327 0.11672 0.27996
 48250  0.15827 0.13275 0.11665 0.28022
 48300  0.15829 0.13281 0.11659 0.28048
 48350  0.15832 0.13287 0.11654 0.28076
 48400  0.15835 0.13294 0.11649 0.28103
 48450  0.15837  0.133  0.11644 0.28132
 48500  0.15839 0.13306 0.11639 0.28161
 48550   0.1584 0.13311 0.11635 0.28191
 48600   0.1584 0.13316  0.1163 0.28221
 48650  0.15841 0.13322 0.11625 0.28253
 48700  0.15842 0.13327 0.11619 0.28286
 48750  0.15844 0.13333 0.11614 0.28319
 48800  0.15847 0.13339  0.1161 0.28353
 48850  0.15852 0.13345 0.11605 0.28387
 48900  0.15859 0.13352  0.116  0.28422
 48950  0.15866 0.13358 0.11595 0.28458
 49000  0.15875 0.13363  0.1159 0.28494
 49050  0.15884 0.13368 0.11585 0.28531
 49100  0.15892 0.13373 0.11579 0.28569
 49150  0.15901 0.13378 0.11574 0.28607
 49200   0.1591 0.13382 0.11568 0.28646
 49250  0.15919 0.13387 0.11561 0.28685
 49300  0.15926 0.13391 0.11554 0.28724
 49350  0.15933 0.13395 0.11546 0.28762
 49400  0.15939 0.13398 0.11538  0.288
 49450  0.15945 0.13402  0.1153 0.28837
 49500  0.15951 0.13406 0.11523 0.28873
 49550  0.15958  0.1341 0.11516 0.28909
 49600  0.15965 0.13414 0.11509 0.28945
 49650  0.15972 0.13418 0.11504 0.28979
 49700  0.15979 0.13421  0.115  0.29014
 49750  0.15986 0.13424 0.11496 0.29049
 49800  0.15991 0.13427 0.11492 0.29083
 49850  0.15996  0.1343 0.11488 0.29115
 49900  0.16001 0.13433 0.11485 0.29148
 49950  0.16005 0.13436 0.11481  0.2918
 50000  0.16009 0.13439 0.11478 0.29212
 50050  0.16013 0.13442 0.11474 0.29244
 50100  0.16016 0.13443 0.11471 0.29275
 50150  0.16018 0.13444 0.11468 0.29305
 50200  0.16019 0.13446 0.11465 0.29334
 50250  0.16021 0.13448 0.11462 0.29361
 50300  0.16022 0.13452  0.1146 0.29387
 50350  0.16023 0.13457 0.11458 0.29411
 50400  0.16024 0.13462 0.11456 0.29433
 50450  0.16025 0.13468 0.11455 0.29452
 50500  0.16025 0.13475 0.11455  0.2947
 50550  0.16025 0.13482 0.11454 0.29487
 50600  0.16025  0.1349 0.11454 0.29502
 50650  0.16024 0.13498 0.11452 0.29515
 50700  0.16025 0.13506  0.1145 0.29526
 50750  0.16025 0.13514 0.11447 0.29535
 50800  0.16026 0.13522 0.11444 0.29542
 50850  0.16027  0.1353 0.11441 0.29548
 50900  0.16029 0.13536 0.11437 0.29552
 50950   0.1603 0.13542 0.11432 0.29554
 51000   0.1603 0.13548 0.11426 0.29555
 51050  0.16029 0.13554 0.11421 0.29555
 51100  0.16026 0.13562 0.11414 0.29553
 51150  0.16021  0.1357 0.11407  0.2955
 51200  0.16015 0.13579  0.114  0.29547
 51250  0.16009 0.13589 0.11392 0.29542
 51300  0.16003 0.13599 0.11385 0.29537
 51350  0.15995 0.13607 0.11377 0.29531
 51400  0.15987 0.13615 0.11369 0.29524
 51450  0.15977 0.13623 0.11362 0.29517
 51500  0.15966 0.13631 0.11354 0.29509
 51550  0.15954 0.13639 0.11347 0.29502
 51600  0.15941 0.13647 0.11341 0.29496
 51650  0.15928 0.13654 0.11336  0.2949
 51700  0.15914 0.13662 0.11332 0.29486
 51750   0.159  0.13669 0.11328 0.29482
 51800  0.15886 0.13676 0.11325  0.2948
 51850  0.15872 0.13681 0.11323 0.29479
 51900  0.15858 0.13685  0.1132 0.29478
 51950  0.15844 0.13689 0.11318 0.29479
 52000  0.15829 0.13693 0.11315 0.29481
 52050  0.15814 0.13697 0.11313 0.29484
 52100  0.15798 0.13702 0.11312 0.29488
 52150  0.15781 0.13707 0.11311 0.29494
 52200  0.15764 0.13713  0.1131  0.295
 52250  0.15747 0.13718  0.1131 0.29508
 52300  0.15729 0.13723 0.11309 0.29518
 52350  0.15712 0.13729  0.1131  0.2953
 52400  0.15693 0.13736  0.1131 0.29545
 52450  0.15674 0.13742  0.1131 0.29562
 52500  0.15656 0.13749  0.1131 0.29581
 52550  0.15639 0.13755  0.1131 0.29601
 52600  0.15621 0.13761 0.11309 0.29623
 52650  0.15604 0.13769 0.11307 0.29645
 52700  0.15586 0.13777 0.11306 0.29669
 52750  0.15569 0.13787 0.11305 0.29694
 52800  0.15553 0.13796 0.11304  0.2972
 52850  0.15539 0.13806 0.11303 0.29745
 52900  0.15525 0.13815 0.11303 0.29772
 52950  0.15513 0.13824 0.11303 0.29798
 53000  0.15501 0.13832 0.11304 0.29825
 53050   0.1549 0.13839 0.11305 0.29852
 53100   0.1548 0.13846 0.11306 0.29881
 53150   0.1547 0.13851 0.11307 0.29912
 53200   0.1546 0.13856 0.11308 0.29944
 53250  0.15451 0.13859 0.11309 0.29978
 53300  0.15441 0.13863  0.1131 0.30012
 53350  0.15432 0.13866 0.11311 0.30046
 53400  0.15423 0.13869 0.11313  0.3008
 53450  0.15416 0.13872 0.11315 0.30114
 53500   0.1541 0.13875 0.11316 0.30149
 53550  0.15405 0.13878 0.11316 0.30184
 53600  0.15399  0.1388 0.11317 0.30219
 53650  0.15394 0.13882 0.11318 0.30253
 53700   0.1539 0.13882 0.11319 0.30287
 53750  0.15387 0.13881  0.1132 0.30319
 53800  0.15384 0.13879 0.11321  0.3035
 53850  0.15382 0.13876 0.11323  0.3038
 53900   0.1538 0.13872 0.11326 0.30409
 53950  0.15377 0.13868  0.1133 0.30438
 54000  0.15374 0.13864 0.11333 0.30467
 54050  0.15372  0.1386 0.11337 0.30495
 54100   0.1537 0.13855  0.1134 0.30523
 54150  0.15369 0.13849 0.11343  0.3055
 54200  0.15368 0.13844 0.11346 0.30577
 54250  0.15368 0.13839 0.11349 0.30602
 54300  0.15368 0.13836 0.11352 0.30628
 54350  0.15368 0.13833 0.11354 0.30652
 54400  0.15367 0.13831 0.11355 0.30676
 54450  0.15366 0.13829 0.11355  0.307
 54500  0.15365 0.13827 0.11355 0.30723
 54550  0.15363 0.13826 0.11353 0.30746
 54600  0.15362 0.13825 0.11351 0.30769
 54650  0.15359 0.13825 0.11349 0.30792
 54700  0.15357 0.13824 0.11346 0.30814
 54750  0.15355 0.13824 0.11342 0.30837
 54800  0.15354 0.13825 0.11338 0.30861
