   fs     GO-O  GO-O-SV GO-O-DV GO-O-SW
 28900  0.10184 0.09454 0.10834 0.12568
 28950  0.10187 0.09456 0.10837 0.12572
 29000  0.10189 0.09459  0.1084 0.12576
 29050  0.10191 0.09462 0.10843 0.12579
 29100  0.10194 0.09465 0.10846 0.12583
 29150  0.10196 0.09468 0.10849 0.12587
 29200  0.10198  0.0947 0.10853  0.1259
 29250  0.10201 0.09473 0.10856 0.12594
 29300  0.10203 0.09476 0.10859 0.12598
 29350  0.10205 0.09479 0.10862 0.12601
 29400  0.10208 0.09482 0.10865 0.12605
 29450   0.1021 0.09484 0.10868 0.12609
 29500  0.10212 0.09487 0.10871 0.12612
 29550  0.10215  0.0949 0.10875 0.12616
 29600  0.10217 0.09493 0.10878 0.12619
 29650  0.10219 0.09496 0.10881 0.12623
 29700  0.10222 0.09499 0.10884 0.12627
 29750  0.10224 0.09501 0.10887  0.1263
 29800  0.10226 0.09504  0.1089 0.12634
 29850  0.10229 0.09507 0.10893 0.12638
 29900  0.10231  0.0951 0.10896 0.12641
 29950  0.10233 0.09513 0.10899 0.12645
 30000  0.10236 0.09515 0.10902 0.12649
 30050  0.10238 0.09518 0.10906 0.12652
 30100   0.1024 0.09521 0.10909 0.12656
 30150  0.10243 0.09524 0.10912 0.12659
 30200  0.10245 0.09527 0.10915 0.12663
 30250  0.10247  0.0953 0.10918 0.12667
 30300   0.1025 0.09533 0.10921  0.1267
 30350  0.10252 0.09535 0.10924 0.12674
 30400  0.10254 0.09538 0.10927 0.12677
 30450  0.10257 0.09541  0.1093 0.12681
 30500  0.10259 0.09544 0.10933 0.12685
 30550  0.10261 0.09547 0.10936 0.12688
 30600  0.10264  0.0955 0.10939 0.12692
 30650  0.10266 0.09552 0.10942 0.12695
 30700  0.10268 0.09555 0.10945 0.12699
 30750  0.10271 0.09558 0.10948 0.12703
 30800  0.10273 0.09561 0.10951 0.12706
 30850  0.10275 0.09564 0.10954  0.1271
 30900  0.10278 0.09567 0.10957 0.12713
 30950   0.1028  0.0957  0.1096 0.12717
 31000  0.10282 0.09573 0.10963 0.12721
 31050  0.10285 0.09575 0.10966 0.12724
 31100  0.10287 0.09578 0.10969 0.12728
 31150  0.10289 0.09581 0.10972 0.12731
 31200  0.10292 0.09584 0.10974 0.12735
 31250  0.10294 0.09587 0.10977 0.12738
 31300  0.10296  0.0959  0.1098 0.12742
 31350  0.10299 0.09593 0.10983 0.12745
 31400  0.10301 0.09596 0.10986 0.12749
 31450  0.10303 0.09598 0.10989 0.12753
 31500  0.10306 0.09601 0.10992 0.12756
 31550  0.10308 0.09604 0.10995  0.1276
 31600   0.1031 0.09607 0.10998 0.12763
 31650  0.10313  0.0961 0.11001 0.12767
 31700  0.10315 0.09613 0.11004  0.1277
 31750  0.10317 0.09616 0.11006 0.12774
 31800   0.1032 0.09619 0.11009 0.12777
 31850  0.10322 0.09622 0.11012 0.12781
 31900  0.10324 0.09624 0.11015 0.12784
 31950  0.10327 0.09627 0.11018 0.12788
 32000  0.10329  0.0963 0.11021 0.12792
 32050  0.10331 0.09633 0.11024 0.12795
 32100  0.10334 0.09636 0.11026 0.12799
 32150  0.10336 0.09639 0.11029 0.12802
 32200  0.10338 0.09642 0.11032 0.12806
 32250  0.10341 0.09645 0.11035 0.12809
 32300  0.10343 0.09648 0.11038 0.12813
 32350  0.10345 0.09651  0.1104 0.12816
 32400  0.10348 0.09654 0.11043  0.1282
 32450   0.1035 0.09657 0.11046 0.12823
 32500  0.10352 0.09659 0.11049 0.12827
 32550  0.10355 0.09662 0.11052  0.1283
 32600  0.10357 0.09665 0.11054 0.12834
 32650  0.10359 0.09668 0.11057 0.12837
 32700  0.10362 0.09671  0.1106 0.12841
 32750  0.10364 0.09674 0.11063 0.12844
 32800  0.10366 0.09677 0.11065 0.12848
 32850  0.10369  0.0968 0.11068 0.12851
 32900  0.10371 0.09683 0.11071 0.12854
 32950  0.10373 0.09686 0.11074 0.12858
 33000  0.10376 0.09689 0.11076 0.12861
 33050  0.10378 0.09692 0.11079 0.12865
 33100   0.1038 0.09695 0.11082 0.12868
 33150  0.10383 0.09698 0.11085 0.12872
 33200  0.10385 0.09701 0.11087 0.12875
 33250  0.10387 0.09704  0.1109 0.12879
 33300   0.1039 0.09707 0.11093 0.12882
 33350  0.10392 0.09709 0.11095 0.12886
 33400  0.10394 0.09712 0.11098 0.12889
 33450  0.10397 0.09715 0.11101 0.12893
 33500  0.10399 0.09718 0.11103 0.12896
 33550  0.10401 0.09721 0.11106 0.12899
 33600  0.10404 0.09724 0.11109 0.12903
 33650  0.10406 0.09727 0.11111 0.12906
 33700  0.10408  0.0973 0.11114  0.1291
 33750  0.10411 0.09733 0.11117 0.12913
 33800  0.10413 0.09736 0.11119 0.12917
 33850  0.10415 0.09739 0.11122  0.1292
 33900  0.10418 0.09742 0.11125 0.12924
 33950   0.1042 0.09745 0.11127 0.12927
 34000  0.10422 0.09748  0.1113  0.1293
 34050  0.10425 0.09751 0.11132 0.12934
 34100  0.10427 0.09754 0.11135 0.12937
 34150  0.10429 0.09757 0.11138 0.12941
 34200  0.10432  0.0976  0.1114 0.12944
 34250  0.10434 0.09763 0.11143 0.12947
 34300  0.10436 0.09766 0.11145 0.12951
 34350  0.10439 0.09769 0.11148 0.12954
 34400  0.10441 0.09772 0.11151 0.12958
 34450  0.10443 0.09775 0.11153 0.12961
 34500  0.10446 0.09778 0.11156 0.12964
 34550  0.10448 0.09781 0.11158 0.12968
 34600   0.1045 0.09784 0.11161 0.12971
 34650  0.10453 0.09787 0.11163 0.12975
 34700  0.10455  0.0979 0.11166 0.12978
 34750  0.10457 0.09793 0.11168 0.12981
 34800   0.1046 0.09796 0.11171 0.12985
 34850  0.10462 0.09799 0.11173 0.12988
 34900  0.10464 0.09802 0.11176 0.12992
 34950  0.10467 0.09805 0.11178 0.12995
 35000  0.10469 0.09808 0.11181 0.12998
 35050  0.10471 0.09811 0.11183 0.13002
 35100  0.10474 0.09814 0.11186 0.13005
 35150  0.10476 0.09817 0.11188 0.13008
 35200  0.10478  0.0982 0.11191 0.13012
 35250   0.1048 0.09823 0.11193 0.13015
 35300  0.10483 0.09826 0.11196 0.13018
 35350  0.10485 0.09829 0.11198 0.13022
 35400  0.10487 0.09832 0.11201 0.13025
 35450   0.1049 0.09835 0.11203 0.13028
 35500  0.10492 0.09838 0.11206 0.13032
 35550  0.10494 0.09841 0.11208 0.13035
 35600  0.10497 0.09844 0.11211 0.13039
 35650  0.10499 0.09847 0.11213 0.13042
 35700  0.10501  0.0985 0.11215 0.13045
 35750  0.10504 0.09854 0.11218 0.13049
 35800  0.10506 0.09857  0.1122 0.13052
 35850  0.10508  0.0986 0.11223 0.13055
 35900  0.10511 0.09863 0.11225 0.13058
 35950  0.10513 0.09866 0.11227 0.13062
 36000  0.10515 0.09869  0.1123 0.13065
 36050  0.10518 0.09872 0.11232 0.13068
 36100   0.1052 0.09875 0.11235 0.13072
 36150  0.10522 0.09878 0.11237 0.13075
 36200  0.10525 0.09881 0.11239 0.13078
 36250  0.10527 0.09884 0.11242 0.13082
 36300  0.10529 0.09887 0.11244 0.13085
 36350  0.10532  0.0989 0.11246 0.13088
 36400  0.10534 0.09893 0.11249 0.13092
 36450  0.10536 0.09896 0.11251 0.13095
 36500  0.10539 0.09899 0.11253 0.13098
 36550  0.10541 0.09902 0.11256 0.13101
 36600  0.10543 0.09906 0.11258 0.13105
 36650  0.10545 0.09909  0.1126 0.13108
 36700  0.10548 0.09912 0.11263 0.13111
 36750   0.1055 0.09915 0.11265 0.13115
 36800  0.10552 0.09918 0.11267 0.13118
 36850  0.10555 0.09921  0.1127 0.13121
 36900  0.10557 0.09924 0.11272 0.13124
 36950  0.10559 0.09927 0.11274 0.13128
 37000  0.10562  0.0993 0.11276 0.13131
 37050  0.10564 0.09933 0.11279 0.13134
 37100  0.10566 0.09936 0.11281 0.13138
 37150  0.10569  0.0994 0.11283 0.13141
 37200  0.10571 0.09943 0.11285 0.13144
 37250  0.10573 0.09946 0.11288 0.13147
 37300  0.10576 0.09949  0.1129 0.13151
 37350  0.10578 0.09952 0.11292 0.13154
 37400   0.1058 0.09955 0.11294 0.13157
 37450  0.10583 0.09958 0.11297  0.1316
 37500  0.10585 0.09961 0.11299 0.13164
 37550   0.1058 0.09958 0.11292 0.13156
 37600  0.10578 0.09957 0.11287 0.13151
 37650  0.10577 0.09957 0.11283 0.13147
 37700  0.10577 0.09958  0.1128 0.13145
 37750  0.10579  0.0996 0.11277 0.13144
 37800   0.1058 0.09963 0.11275 0.13143
 37850  0.10581 0.09967 0.11274 0.13143
 37900  0.10583 0.09972 0.11274 0.13143
 37950  0.10585 0.09976 0.11274 0.13144
 38000  0.10587 0.09979 0.11275 0.13146
 38050  0.10589 0.09982 0.11276 0.13147
 38100  0.10591 0.09982 0.11278 0.13148
 38150  0.10593 0.09982 0.11279 0.13149
 38200  0.10595 0.09982 0.11281 0.13148
 38250  0.10597 0.09981 0.11282 0.13147
 38300  0.10599  0.0998 0.11283 0.13145
 38350  0.10602 0.09979 0.11284 0.13144
 38400  0.10603 0.09979 0.11286 0.13142
 38450  0.10604 0.09979 0.11288 0.13141
 38500  0.10605  0.0998  0.1129  0.1314
 38550  0.10605 0.09982 0.11291  0.1314
 38600  0.10604 0.09984 0.11293  0.1314
 38650  0.10603 0.09987 0.11295  0.1314
 38700  0.10602 0.09989 0.11296 0.13142
 38750  0.10601 0.09992 0.11297 0.13144
 38800  0.10601 0.09994 0.11298 0.13148
 38850  0.10601 0.09996  0.113  0.13152
 38900  0.10601 0.09997 0.11301 0.13156
 38950   0.106  0.09999 0.11303 0.13159
 39000  0.10599 0.10001 0.11304 0.13161
 39050  0.10599 0.10002 0.11305 0.13164
 39100  0.10598 0.10004 0.11305 0.13165
 39150  0.10597 0.10005 0.11305 0.13167
 39200  0.10596 0.10006 0.11305 0.13169
 39250  0.10595 0.10008 0.11304 0.13171
 39300  0.10594 0.10009 0.11304 0.13174
 39350  0.10592 0.10011 0.11304 0.13176
 39400   0.1059 0.10013 0.11304 0.13178
 39450  0.10587 0.10016 0.11304  0.1318
 39500  0.10585 0.10018 0.11303 0.13182
 39550  0.10582  0.1002 0.11301 0.13183
 39600   0.1058 0.10023 0.11299 0.13185
 39650  0.10579 0.10025 0.11296 0.13187
 39700  0.10578 0.10027 0.11293 0.13189
 39750  0.10578 0.10029  0.1129 0.13191
 39800  0.10578  0.1003 0.11287 0.13193
 39850  0.10578 0.10031 0.11284 0.13196
 39900   0.1058 0.10032 0.11282 0.13198
 39950  0.10582 0.10032 0.11281  0.132
 40000  0.10583 0.10033  0.1128 0.13203
 40050  0.10584 0.10034 0.11281 0.13205
 40100  0.10585 0.10037 0.11282 0.13206
 40150  0.10586 0.10039 0.11283 0.13208
 40200  0.10588 0.10042 0.11285 0.13209
 40250   0.1059 0.10044 0.11287 0.13212
 40300  0.10593 0.10045 0.11288 0.13213
 40350  0.10595 0.10047  0.1129 0.13214
 40400  0.10598 0.10048 0.11291 0.13215
 40450  0.10601 0.10049 0.11293 0.13216
 40500  0.10605 0.10051 0.11295 0.13216
 40550   0.1061 0.10053 0.11296 0.13217
 40600  0.10614 0.10055 0.11298 0.13216
 40650  0.10619 0.10058  0.113  0.13215
 40700  0.10624 0.10061 0.11302 0.13213
 40750  0.10628 0.10065 0.11305  0.1321
 40800  0.10632 0.10069 0.11307 0.13207
 40850  0.10636 0.10073  0.1131 0.13203
 40900   0.1064 0.10077 0.11313 0.13197
 40950  0.10643 0.10081 0.11316 0.13191
 41000  0.10646 0.10086 0.11319 0.13185
 41050  0.10649 0.10092 0.11322 0.13181
 41100  0.10652 0.10097 0.11325 0.13177
 41150  0.10656 0.10103 0.11327 0.13174
 41200  0.10658 0.10108  0.1133 0.13171
 41250   0.1066 0.10114 0.11332 0.13169
 41300  0.10662  0.1012 0.11335 0.13167
 41350  0.10664 0.10125 0.11338 0.13167
 41400  0.10665  0.1013  0.1134 0.13167
 41450  0.10667 0.10134 0.11343 0.13168
 41500  0.10669 0.10138 0.11345  0.1317
 41550  0.10671 0.10142 0.11346 0.13173
 41600  0.10673 0.10145 0.11347 0.13176
 41650  0.10674 0.10148 0.11346 0.13179
 41700  0.10674 0.10151 0.11346 0.13183
 41750  0.10674 0.10154 0.11346 0.13188
 41800  0.10674 0.10158 0.11346 0.13193
 41850  0.10674 0.10162 0.11346 0.13199
 41900  0.10673 0.10165 0.11346 0.13205
 41950  0.10672 0.10168 0.11346 0.13211
 42000   0.1067 0.10169 0.11346 0.13218
 42050  0.10668 0.10171 0.11347 0.13225
 42100  0.10665 0.10173 0.11348 0.13233
 42150  0.10663 0.10175 0.11349 0.13241
 42200   0.1066 0.10177 0.11351 0.13249
 42250  0.10659  0.1018 0.11352 0.13256
 42300  0.10657 0.10182 0.11353 0.13263
 42350  0.10655 0.10183 0.11353  0.1327
 42400  0.10653 0.10184 0.11354 0.13277
 42450  0.10652 0.10186 0.11354 0.13283
 42500  0.10652 0.10188 0.11355 0.13289
 42550   0.1065 0.10191 0.11355 0.13295
 42600  0.10649 0.10193 0.11355 0.13302
 42650  0.10648 0.10196 0.11355 0.13309
 42700  0.10646 0.10199 0.11355 0.13315
 42750  0.10644 0.10201 0.11355 0.13321
 42800  0.10643 0.10203 0.11356 0.13327
 42850  0.10644 0.10205 0.11357 0.13332
 42900  0.10645 0.10207 0.11358 0.13336
 42950  0.10647 0.10209  0.1136 0.13341
 43000  0.10649 0.10212 0.11361 0.13345
 43050  0.10652 0.10215 0.11363 0.13349
 43100  0.10656 0.10219 0.11363 0.13353
 43150  0.10661 0.10223 0.11363 0.13357
 43200  0.10666 0.10228 0.11362 0.13362
 43250  0.10671 0.10233 0.11362 0.13366
 43300  0.10676 0.10238 0.11361 0.13371
 43350   0.1068 0.10243  0.1136 0.13377
 43400  0.10684 0.10247 0.11359 0.13382
 43450  0.10689  0.1025 0.11358 0.13387
 43500  0.10693 0.10252 0.11358 0.13392
 43550  0.10697 0.10254 0.11357 0.13397
 43600   0.107  0.10256 0.11357 0.13401
 43650  0.10703 0.10258 0.11356 0.13407
 43700  0.10705 0.10259 0.11354 0.13412
 43750  0.10707 0.10261 0.11353 0.13417
 43800  0.10709 0.10263 0.11351 0.13421
 43850  0.10711 0.10266 0.11349 0.13424
 43900  0.10713  0.1027 0.11349 0.13428
 43950  0.10714 0.10274 0.11349 0.13431
 44000  0.10715 0.10278  0.1135 0.13435
 44050  0.10716 0.10283 0.11351 0.13438
 44100  0.10718 0.10288 0.11351 0.13442
 44150  0.10719 0.10293 0.11352 0.13445
 44200   0.1072 0.10298 0.11352 0.13449
 44250   0.1072 0.10303 0.11351 0.13454
 44300   0.1072 0.10308  0.1135 0.13458
 44350  0.10719 0.10312 0.11349 0.13463
 44400  0.10719 0.10316 0.11348 0.13467
 44450  0.10718 0.10319 0.11348 0.13472
 44500  0.10717 0.10322 0.11348 0.13477
 44550  0.10717 0.10323 0.11349 0.13481
 44600  0.10718 0.10325  0.1135 0.13484
 44650  0.10718 0.10326 0.11353 0.13487
 44700  0.10719 0.10328 0.11355 0.13489
 44750  0.10719 0.10331 0.11357 0.13492
 44800   0.1072 0.10334 0.11358 0.13494
 44850  0.10721 0.10337 0.11358 0.13496
 44900  0.10722  0.1034 0.11358 0.13499
 44950  0.10723 0.10343 0.11357 0.13501
 45000  0.10725 0.10346 0.11357 0.13504
 45050  0.10726  0.1035 0.11357 0.13507
 45100  0.10727 0.10355 0.11358 0.13511
 45150  0.10728  0.1036 0.11358 0.13514
 45200  0.10729 0.10366 0.11359 0.13519
 45250  0.10729 0.10372 0.11359 0.13522
 45300   0.1073 0.10378 0.11359 0.13526
 45350   0.1073 0.10385 0.11358 0.13529
 45400  0.10731 0.10391 0.11357 0.13532
 45450  0.10732 0.10396 0.11357 0.13536
 45500  0.10734 0.10402 0.11357  0.1354
 45550  0.10735 0.10408 0.11357 0.13545
 45600  0.10737 0.10415 0.11357 0.13551
 45650  0.10737 0.10421 0.11356 0.13557
 45700  0.10737 0.10427 0.11356 0.13563
 45750  0.10736 0.10434 0.11355  0.1357
 45800  0.10735  0.1044 0.11355 0.13576
 45850  0.10733 0.10447 0.11355 0.13583
 45900  0.10731 0.10455 0.11356 0.13589
 45950  0.10729 0.10462 0.11357 0.13597
 46000  0.10726 0.10469 0.11359 0.13604
 46050  0.10723 0.10475 0.11361 0.13611
 46100  0.10719 0.10482 0.11364 0.13617
 46150  0.10716 0.10488 0.11366 0.13623
 46200  0.10713 0.10494 0.11368  0.1363
 46250  0.10711 0.10499 0.11371 0.13637
 46300  0.10708 0.10505 0.11374 0.13644
 46350  0.10706 0.10511 0.11376 0.13652
 46400  0.10704 0.10517 0.11378  0.1366
 46450  0.10702 0.10523 0.11379 0.13667
 46500   0.107  0.10528  0.1138 0.13674
 46550  0.10699 0.10534 0.11379 0.13681
 46600  0.10698 0.10538 0.11379 0.13688
 46650  0.10698 0.10541 0.11379 0.13695
 46700  0.10697 0.10544 0.11379 0.13702
 46750  0.10696 0.10547 0.11378 0.13709
 46800  0.10696  0.1055 0.11378 0.13717
 46850  0.10696 0.10552 0.11377 0.13724
 46900  0.10697 0.10554 0.11376 0.13731
 46950  0.10698 0.10555 0.11376 0.13738
 47000   0.107  0.10557 0.11376 0.13744
 47050  0.10702 0.10557 0.11376  0.1375
 47100  0.10704 0.10558 0.11377 0.13755
 47150  0.10708 0.10558 0.11377  0.1376
 47200  0.10712 0.10559 0.11378 0.13765
 47250  0.10718 0.10559 0.11378 0.13768
 47300  0.10722  0.1056 0.11378 0.13771
 47350  0.10726 0.10562 0.11377 0.13773
 47400  0.10729 0.10563 0.11376 0.13774
 47450  0.10732 0.10564 0.11376 0.13774
 47500  0.10736 0.10564 0.11376 0.13774
 47550  0.10739 0.10565 0.11376 0.13773
 47600  0.10743 0.10567 0.11376 0.13771
 47650  0.10748  0.1057 0.11376 0.13768
 47700  0.10752 0.10574 0.11376 0.13765
 47750  0.10756 0.10579 0.11375 0.13762
 47800  0.10759 0.10584 0.11376 0.13758
 47850  0.10762 0.10589 0.11376 0.13754
 47900  0.10764 0.10595 0.11375  0.1375
 47950  0.10765 0.10601 0.11375 0.13747
 48000  0.10766 0.10607 0.11375 0.13744
 48050  0.10767 0.10613 0.11376 0.13742
 48100  0.10768 0.10619 0.11377  0.1374
 48150  0.10769 0.10625 0.11378  0.1374
 48200  0.10769  0.1063 0.11378  0.1374
 48250  0.10769 0.10635 0.11378 0.13741
 48300  0.10768  0.1064 0.11377 0.13743
 48350  0.10767 0.10644 0.11375 0.13745
 48400  0.10767 0.10649 0.11373 0.13747
 48450  0.10766 0.10655  0.1137  0.1375
 48500  0.10763  0.1066 0.11367 0.13754
 48550  0.10761 0.10665 0.11365 0.13758
 48600  0.10758 0.10671 0.11364 0.13762
 48650  0.10755 0.10677 0.11363 0.13768
 48700  0.10752 0.10684 0.11362 0.13774
 48750  0.10748 0.10691  0.1136 0.13782
 48800  0.10744 0.10698 0.11358  0.1379
 48850  0.10741 0.10707 0.11356 0.13798
 48900  0.10738 0.10715 0.11354 0.13805
 48950  0.10735 0.10722 0.11352 0.13813
 49000  0.10733 0.10729  0.1135 0.13821
 49050  0.10731 0.10735 0.11349 0.13828
 49100  0.10729 0.10741 0.11347 0.13836
 49150  0.10728 0.10746 0.11347 0.13843
 49200  0.10728 0.10751 0.11347 0.13851
 49250  0.10729 0.10757 0.11348 0.13858
 49300  0.10729 0.10762  0.1135 0.13867
 49350   0.1073 0.10767 0.11351 0.13876
 49400   0.1073 0.10772 0.11353 0.13887
 49450   0.1073 0.10777 0.11355 0.13898
 49500  0.10729 0.10781 0.11357  0.1391
 49550  0.10728 0.10785  0.1136 0.13921
 49600  0.10728 0.10788 0.11363 0.13933
 49650  0.10728 0.10791 0.11366 0.13944
 49700  0.10729 0.10795 0.11371 0.13955
 49750   0.1073 0.10799 0.11375 0.13965
 49800  0.10732 0.10803  0.1138 0.13975
 49850  0.10734 0.10807 0.11384 0.13983
 49900  0.10737 0.10811 0.11389  0.1399
 49950  0.10739 0.10815 0.11394 0.13996
 50000  0.10742 0.10819 0.11398 0.14002
 50050  0.10745 0.10823 0.11402 0.14006
 50100  0.10747 0.10826 0.11406  0.1401
 50150  0.10749 0.10828  0.1141 0.14013
 50200  0.10752 0.10829 0.11414 0.14016
 50250  0.10754 0.10831 0.11418 0.14018
 50300  0.10756 0.10832 0.11421  0.1402
 50350  0.10757 0.10832 0.11424 0.14022
 50400  0.10758 0.10833 0.11426 0.14024
 50450  0.10759 0.10833 0.11428 0.14026
 50500  0.10759 0.10832 0.11429 0.14027
 50550  0.10759 0.10833 0.11428 0.14029
 50600   0.1076 0.10834 0.11427 0.14031
 50650  0.10761 0.10836 0.11425 0.14035
 50700  0.10761 0.10838 0.11423  0.1404
 50750  0.10762  0.1084  0.1142 0.14045
 50800  0.10764 0.10843 0.11417 0.14051
 50850  0.10765 0.10847 0.11414 0.14057
 50900  0.10765 0.10852 0.11411 0.14063
 50950  0.10766 0.10857 0.11409 0.14069
 51000  0.10768 0.10862 0.11407 0.14075
 51050  0.10769 0.10866 0.11405 0.14081
 51100   0.1077  0.1087 0.11405 0.14088
 51150  0.10772 0.10873 0.11404 0.14095
 51200  0.10773 0.10877 0.11403 0.14102
 51250  0.10775  0.1088 0.11402  0.1411
 51300  0.10777 0.10885 0.11401 0.14119
 51350  0.10778 0.10889 0.11401 0.14127
 51400   0.1078 0.10893  0.114  0.14136
 51450  0.10782 0.10897  0.114  0.14145
 51500  0.10783 0.10902 0.11399 0.14154
 51550  0.10785 0.10908 0.11398 0.14163
 51600  0.10787 0.10915 0.11397 0.14172
 51650  0.10789 0.10922 0.11396 0.14182
 51700  0.10791  0.1093 0.11396 0.14192
 51750  0.10792 0.10939 0.11396 0.14202
 51800  0.10794 0.10946 0.11395 0.14212
 51850  0.10795 0.10953 0.11395 0.14221
 51900  0.10797  0.1096 0.11394  0.1423
 51950  0.10798 0.10965 0.11394 0.14239
 52000   0.108   0.1097 0.11394 0.14247
 52050  0.10801 0.10973 0.11395 0.14255
 52100  0.10801 0.10976 0.11397 0.14262
 52150  0.10802 0.10979  0.114  0.14268
 52200  0.10802 0.10981 0.11404 0.14273
 52250  0.10802 0.10983 0.11407 0.14278
 52300  0.10802 0.10986 0.11411 0.14283
 52350  0.10801 0.10988 0.11413 0.14288
 52400   0.108   0.1099 0.11414 0.14293
 52450  0.10799  0.1099 0.11415 0.14299
 52500  0.10798 0.10989 0.11416 0.14306
 52550  0.10797 0.10988 0.11417 0.14313
 52600  0.10797 0.10985 0.11417  0.1432
 52650  0.10797 0.10982 0.11418 0.14327
 52700  0.10798 0.10979 0.11419 0.14333
 52750   0.108  0.10976 0.11421 0.14338
 52800  0.10802 0.10975 0.11423 0.14342
 52850  0.10805 0.10974 0.11425 0.14345
 52900  0.10808 0.10972 0.11428 0.14348
 52950  0.10812  0.1097 0.11431  0.1435
 53000  0.10817 0.10969 0.11434 0.14352
 53050   0.1082 0.10967 0.11437 0.14353
 53100  0.10825 0.10967 0.11441 0.14354
 53150  0.10829 0.10969 0.11445 0.14354
 53200  0.10835 0.10972 0.11449 0.14355
 53250  0.10842 0.10976 0.11452 0.14355
 53300  0.10849 0.10981 0.11455 0.14354
 53350  0.10857 0.10986 0.11457 0.14354
 53400  0.10865  0.1099 0.11458 0.14354
 53450  0.10873 0.10995 0.11459 0.14354
 53500  0.10881   0.11  0.11459 0.14355
 53550  0.10889 0.11004 0.11459 0.14356
 53600  0.10898 0.11008 0.11459 0.14357
 53650  0.10906 0.11013 0.11459 0.14357
 53700  0.10915 0.11017  0.1146 0.14357
 53750  0.10924 0.11023 0.11461 0.14358
 53800  0.10931 0.11029 0.11462 0.14359
 53850  0.10939 0.11034 0.11464 0.14361
 53900  0.10945 0.11038 0.11465 0.14364
 53950  0.10951 0.11041 0.11466 0.14367
 54000  0.10957 0.11044 0.11467 0.14371
 54050  0.10962 0.11045 0.11467 0.14375
 54100  0.10966 0.11044 0.11466  0.1438
 54150   0.1097 0.11043 0.11467 0.14387
 54200  0.10974 0.11041 0.11467 0.14394
 54250  0.10977  0.1104 0.11467 0.14401
 54300  0.10979  0.1104 0.11467 0.14407
 54350  0.10982 0.11041 0.11467 0.14414
 54400  0.10985 0.11043 0.11467  0.1442
 54450  0.10988 0.11045 0.11468 0.14425
 54500  0.10992 0.11048 0.11469 0.14429
 54550  0.10996  0.1105 0.11471 0.14435
 54600    0.11   0.1105 0.11472  0.1444
 54650  0.11004 0.11051 0.11472 0.14447
 54700  0.11009 0.11051 0.11473 0.14454
 54750  0.11013  0.1105 0.11473 0.14461
 54800  0.11017 0.11049 0.11473 0.14468
